"Index","baseMean","log2FoldChange","lfcSE","pvalue","padj","stat","gene.symbol"
11326,1242.13043450107,1.25756675585627,0.402459953592964,3.47551882557841e-05,0.0205300184256112,4.1398375298205,"APOLD1"
11496,54.125046319591,2.04359525576159,0.763155250783409,7.83553096497765e-05,0.0320433034257509,3.94937562981415,"RNF182"
11608,68.4863517604497,1.07968961146801,1.15831272369549,0.000164691497485428,0.0486419387665759,3.76780161602366,"TMEM252"
12482,97.963770599438,1.8100318680383,0.721395758682398,0.000143205885620255,0.0456301216670143,3.80256463933898,"SHISA6"
12687,185.57222802993,0.670712642117589,0.24688434552356,0.000160276348129521,0.0486419387665759,3.77458174247121,"ZNF502"
13384,80.7561182227178,-2.06107597267178,0.629993441228907,9.09321809047178e-05,0.0345304131726034,-3.91359478981927,"MALRD1"
13443,126.801856943268,-0.01794553757727,0.0574701466396183,7.42328485719684e-05,0.0319983703209277,-3.96229464614974,"MT1M"
14158,64.5142793743227,-1.55664324635589,0.377787357970291,2.83225279144468e-06,0.00451715997707512,-4.68262434047469,"LINC02577"
14208,419.795091251997,1.17495509756585,0.381044931000775,4.14572004405049e-05,0.0220400296608538,4.09920483786145,"AL450405.1"
14210,48.4245682780242,1.48774937844125,0.565464709709717,0.000118898503524527,0.0403470687811209,3.84838620794421,"AC078817.1"
14327,68.5177359036848,-0.0418373164406027,0.0815435535597431,0.000100824482908114,0.0366551285302396,-3.88859914456059,"LINC00460"
14356,30.1576401276171,3.56722767326622,1.12076480910336,9.94499053241391e-06,0.00881181411119275,4.41836600608961,"BOK-AS1"
14524,66.2639331422472,1.40786524219124,0.695473904625772,1.45588628516877e-07,0.000454268351106396,5.25805291995996,"MAP3K20-AS1"
14628,47.7306204342696,-0.0181672938351821,0.0579795723130948,6.04022603076505e-05,0.0275244471327634,-4.01123378620878,"SPRR2A"
14935,31.2034974093897,-1.95434903231265,0.614787661590949,0.000117630799626691,0.0403470687811209,-3.85101186388499,"AC004080.1"
14941,29.8068734187231,-1.90601496760465,0.555311286538587,4.845697622228e-05,0.0241512598052857,-4.06294728256705,"EVX1-AS"
15130,75.1292889768431,0.728609236385114,0.266054357133061,0.000141354299621989,0.0456301216670143,3.80578646648057,"SMIM6"
