"Index","baseMean","log2FoldChange","lfcSE","pvalue","padj","stat","gene.symbol"
1,5121.62023633769,0.0292474921539533,0.0635360790878037,0.0403567076991351,0.46468073290124,2.05007914961388,"TSPAN6"
2,54.2493813553338,0.000549316341772428,0.0529689634991027,0.931600862954322,0.986337331408268,0.0858308742220616,"TNMD"
3,1673.78024809801,0.00617658702681242,0.0510604999833777,0.641945761424151,0.913925066690026,0.464980024701316,"DPM1"
4,401.90229289899,0.00375859146010311,0.0489444681559479,0.857150002859363,0.972126275187742,0.180003267686416,"SCYL3"
5,312.033478545847,-0.00850228002348874,0.0507975871325312,0.641911282498515,0.913925066690026,-0.465028171470865,"C1orf112"
6,163.054626925129,-0.0119446847518611,0.0537997083857912,0.321071295029884,0.793200289996308,-0.992258801258693,"FGR"
7,585.613507048673,-0.0183878433025569,0.0568470092484859,0.0976177413201964,0.607121472742128,-1.65651415301129,"CFH"
8,2082.75692984117,-0.0227929917338226,0.0545758650252735,0.271326627145736,0.767207611162289,-1.10001261126975,"FUCA2"
9,1307.68856610675,-0.066221449207161,0.0944458915871199,0.0411136865732284,0.46468073290124,-2.04238166966597,"GCLC"
10,935.980283735404,0.017482736007459,0.0509704205455065,0.419808839532771,0.836000896704728,0.806752935406964,"NFYA"
11,271.511380883101,-0.00930201237303221,0.051633632735533,0.556286443687886,0.888984791223282,-0.588366313363534,"STPG1"
12,1118.34756377282,-0.0138013727850066,0.0508736105314052,0.450623348795953,0.848122703557548,-0.754376216160535,"NIPAL3"
13,1970.34012615064,0.0299142079663794,0.0608500835706388,0.127146093830351,0.642463781054236,1.52545321704405,"LAS1L"
14,735.719912658447,-0.000829768109820105,0.0508330729582666,0.588715388664665,0.900145885707291,-0.540698534661355,"ENPP4"
15,1324.18658799477,0.0127817784282921,0.0542393044793755,0.271090580893493,0.767207611162289,1.10055453815397,"SEMA3F"
16,5756.13055873918,-0.0107069383157352,0.0527540671973715,0.444598486173256,0.84485544846236,-0.764451067582214,"CFTR"
17,1373.73796502276,-0.047032562224983,0.0693129886231615,0.0969877088394401,0.605296638095714,-1.65963596371663,"ANKIB1"
18,214.14555038517,0.0141619369622321,0.0547250839718878,0.225514862902035,0.730348516751049,1.21199351538814,"CYP51A1"
19,181.410356475061,-0.052126470429626,0.0783424934962378,0.0857218977591968,0.581813763159178,-1.71840977979,"KRIT1"
20,291.097589245871,0.0154506646476302,0.0529830472972811,0.501854354899148,0.86830522568995,-0.671574910931159,"RAD52"
21,435.583481558171,0.00979246545258664,0.0533012600667298,0.396171800024619,0.826763928473457,0.84847803499021,"BAD"
22,2689.37737016284,-0.00657360463463809,0.0492759283241269,0.415942993252205,0.8336338017949,-0.813479852164324,"LAP3"
23,5438.54429562682,0.018775029908948,0.0554053621728492,0.234927631919247,0.738982203181515,1.18776087716339,"CD99"
