"Index","baseMean","log2FoldChange","lfcSE","pvalue","padj","stat","gene.symbol"
683,661.815046651594,1.02949213678203,0.286437187371363,7.74239353207971e-06,0.0083848096826703,4.47218628375952,"GYG2"
2213,1520.91851318462,1.72117938397244,0.486037835292022,7.11257674113716e-06,0.0083848096826703,4.49029150145829,"WFDC2"
4147,54.763924552301,-1.35241689427372,0.354109652634339,9.15182409503075e-06,0.00858602602892032,-4.43630010008701,"SLC16A7"
4258,373.469843558571,0.893244805820774,0.197102943281036,1.70895360626897e-07,0.000454268351106396,5.22849510202879,"KLHL29"
4295,27.8226002544406,0.0057947381777847,0.0536997817777072,8.41162172692487e-06,0.0083848096826703,4.45443038131241,"CPN1"
5814,27.8248334235331,3.29888064687792,0.878016373653824,1.66070340298116e-06,0.00294295095268294,4.79085714101937,"CLDN10"
6363,899.264612919135,2.30872483601967,0.495843739665077,4.97556421556506e-08,0.000198388184185118,5.45218147147812,"RBP4"
6592,49.3347692923714,0.00545310259600504,0.0535379654325743,4.29592165537217e-07,0.000978795064021867,5.05535444500212,"SERPINA10"
7433,82.7306253305812,-2.22066907346772,0.498683947769093,8.43911814029719e-07,0.001682443690245,-4.92492855708721,"FAM83A"
7577,96.3147685798211,3.22124620575753,0.489769901331827,2.58913658315024e-08,0.000137647131215544,5.56716738587453,"DRD2"
8900,35.7663086901072,-0.0176086224239621,0.0576015988356505,3.8980667991099e-06,0.00518085561491699,-4.61674451165415,"SPRR2D"
8993,12.1501473465494,3.79512169867176,0.798848733178953,8.28955544422199e-06,0.0083848096826703,4.45756590749057,"SYNPR"
9023,602.933167094073,-0.0512053749921404,0.105516054376016,1.97230554923762e-12,3.14563012047908e-08,-7.0364279550558,"PPBP"
9383,84.5133787336488,0.00908713463143238,0.0544057861997799,3.29391378702277e-06,0.0047758755444751,4.65158629689737,"PHYHIPL"
9714,1442.41150130468,4.02951440690887,0.846242337863946,1.50328001875634e-08,0.000119879065095725,5.66118870971197,"IGF2"
14158,64.5142793743227,-1.55664324635589,0.377787357970291,2.83225279144468e-06,0.00451715997707512,-4.68262434047469,"LINC02577"
14356,30.1576401276171,3.56722767326622,1.12076480910336,9.94499053241391e-06,0.00881181411119275,4.41836600608961,"BOK-AS1"
14524,66.2639331422472,1.40786524219124,0.695473904625772,1.45588628516877e-07,0.000454268351106396,5.25805291995996,"MAP3K20-AS1"
