"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_PANCREAS_BETA_CELLS",0.565977742448331,0.940952380952381,0.0614364107201271,0.304824855717591,0.929017466120317,22,"PKLR/FOXA2/PCSK1/SPCS1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.608187134502924,0.940952380952381,0.134273452883202,-0.181627435939181,-0.953024308966194,193,"DUSP5/SERPINE1/BIRC3/IL23A/RIPK2/NR4A3/CLCF1/PTPRE/TNFAIP8/FOSL1/TNFAIP2/YRDC/LIF/IL7R/FOSL2/IFIT2/SERPINB8/G0S2/MAP3K8/KLF10/F3/PER1/PTGS2/TIPARP/IL6ST/TRIB1/CXCL6/KYNU/MCL1/TANK/CCL4/PLAUR/EHD1/PLEK/NFKBIA/IL1B/STAT5A/KLF9/ATP2B1/REL/BCL6/BCL2A1/PLAU/TLR2/CCND1/FUT4/IL18/PANX1/SGK1/NAMPT/KLF6/KDM6B/CCL5/PFKFB3/MXD1/RCAN1/DNAJB4/TNF/GPR183/BTG3/NFAT5"
"HALLMARK_APICAL_JUNCTION",0.968553459119497,0.968553459119497,0.107140237276725,-0.156853448354912,-0.801416292728394,178,"MAPK11/NECTIN4/TJP1/PTK2/GAMT/PIK3R3/VWF/CAP1/SHC1/TSC1/EXOC4/IRS1/PECAM1/FSCN1/EGFR/MSN/CD274/BAIAP2/LAMA3/LAMC2/FYB1/SKAP2/PTPRC/ZYX/AMIGO2/ADAM15/CD34/PPP2R2C/ITGB1/SYK/COL17A1/VCAM1/CNN2/TIAL1"
"HALLMARK_DNA_REPAIR",0.763613861386139,0.968553459119497,0.035996889024589,0.198702422058048,0.863994162204142,147,"NCBP2/POLR1H/EIF1B/GTF2H5/TK2/POLR2I/NUDT9/NME4/CETN2/BRF2/MPC2/TSG101/TAF9/SAC3D1/DGUOK/NME3/SNAPC5/POLR2G/BCAP31/USP11/ADRM1/RBX1/POLR2H/IMPDH2/NELFE/VPS37D/TAF10/GPX4/NT5C/GTF3C5/PCNA/APRT/POLR2C/MRPL40/TP53/NPR2/AK3/POLR1C/POLL/UPF3B/DAD1/NME1/MPG/TARBP2/DDB2/RPA2"
"HALLMARK_HEME_METABOLISM",0.892857142857143,0.968553459119497,0.108820126769161,-0.167121842047442,-0.8543827197133,174,"LPIN2/GAPVD1/RIOK3/ADIPOR1/MOCOS/SDCBP/ABCG2/CTSE/TRIM58/MBOAT2/RNF19A/HDGF/NR3C1/SYNJ1/SPTB/ENDOD1/NEK7/TMCC2/ACKR1/FBXO9/ARHGEF12/GCLC/KDM7A/FECH/ASNS/CLIC2/CAST/BSG"
"HALLMARK_IL2_STAT5_SIGNALING",0.962732919254658,0.968553459119497,0.106729884364606,-0.156143737372443,-0.808032963487299,185,"CST7/IRF6/MAPKAPK2/PRKCH/SELP/RABGAP1L/CCND2/LRRC8C/LIF/SPRY4/SHE/EMP1/PLEC/CYFIP1/SWAP70/MAP3K8/SELL/IL18R1/IL2RA/MYO1E/NRP1/BCL2/SPP1/IL1RL1/WLS/POU2F1/AHNAK/ABCB1/HIPK2/UCK2/TNFRSF21/TIAM1/CD79B/NFKBIZ/IFNGR1/IRF8/RHOH/ICOS/UMPS/IL1R2/NCS1"
"HALLMARK_MTORC1_SIGNALING",0.957575757575758,0.968553459119497,0.105520936843198,-0.153066834626928,-0.801819133223949,196,"TXNRD1/BCAT1/NUP205/POLR3G/MCM4/EPRS1/PIK3R3/MLLT11/COPS5/ETF1/CYB5B/UCHL5/DHFR/WARS1/SLA/CTH/ATP6V1D/NUFIP1/GCLC/DAPP1/CACYBP/BUB1/HSPA4/ASNS"
"HALLMARK_MYC_TARGETS_V1",0.9,0.968553459119497,0.107554375265169,-0.165068386010123,-0.869715973166704,198,"PABPC1/MCM4/EPRS1/CTPS1/TFDP1/DDX21/FAM120A/COPS5/HDGF/ETF1/SNRPD3/SF3A1/STARD7/IARS1/HNRNPR/CCT3/EIF4H/BUB3/NOLC1/XPO1/EIF2S1/SERBP1/NCBP1/AP3S1/DDX18/PSMA2/RRM1/MRPL9/XPOT/CDC45/KPNA2/SET/HNRNPU/CANX/PABPC4"
"HALLMARK_MYC_TARGETS_V2",0.826241134751773,0.968553459119497,0.0828962134571565,-0.197544023056896,-0.819810663172718,55,"MCM4/MAP3K6/NOLC1/DDX18/TCOF1/TFB2M/RRP12/SORD/GRWD1/PPRC1/SUPV3L1/UTP20/NPM1/PPAN"
"HALLMARK_P53_PATHWAY",0.808383233532934,0.968553459119497,0.0317090865085553,0.190088266325103,0.850732666933166,191,"CYFIP2/TNFSF9/IP6K2/ABAT/SAT1/H2AJ/KLK8/BTG2/SESN1/SOCS1/SERTAD3/PRKAB1/ST14/FUCA1/H1-2/FAM162A/FOXO3/LDHB/S100A4/JUN/VAMP8/ACVR1B/RRP8/RACK1/IER3/PMM1/DDIT4/RPS27L/NUPR1/RPL36/BLCAP/SDC1/RNF19B/MAPKAPK3/DEF6/VWA5A/FOS/IL1A/COQ8A/RPL18/CSRNP2/RAB40C/PCNA/ANKRA2/PRMT2/OSGIN1/F2R/PROCR/SLC35D1/TP53"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.951807228915663,0.968553459119497,0.0819778796501272,-0.162973053687034,-0.764387457666738,98,"SMAD2/MAPKAP1/PIK3R3/ITPR2/CAMK4/SLA/RAF1/EGFR/PTPN11/DAPP1/CAB39/MKNK1/ARHGDIA/MAPK1/RALB/THEM4/STAT2/PRKCB/TIAM1/ACTR2/GNA14/SFN/CDK1"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.838383838383838,0.968553459119497,0.0387962208304479,0.21586321716371,0.777859246831486,47,"CAT/PRDX4/NDUFB4/NDUFA6/FES/ABCC1/LAMTOR5/MSRA/SELENOS/GLRX/GPX4/OXSR1/PRDX2"
"HALLMARK_SPERMATOGENESIS",0.8079561042524,0.968553459119497,0.0381628909049257,0.210477104635487,0.826172044924557,79,"ART3/PCSK1N/PRKAR2A/PCSK4/TNNI3/CLGN/HSPA2/PHKG2/TCP11/CCT6B/MAP7/HSPA1L/NPHP1/RPL39L/PSMG1"
"HALLMARK_TGF_BETA_SIGNALING",0.713286713286713,0.968553459119497,0.0902635484340068,-0.214435424729168,-0.881027869900574,53,"SERPINE1/TJP1/FNTA/APC/SPTBN1/KLF10/SLC20A1/SKI/THBS1/HIPK2/TRIM33/SMAD6/NCOR2/SMURF1/ARID4B"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.894598155467721,0.968553459119497,0.0314209215415833,0.187923363167677,0.781522637781046,111,"TATDN2/WIPI1/VEGFA/SEC31A/ALDH18A1/PARN/CEBPB/STC2/SPCS1/PDIA6/CALR/ARFGAP1/DDIT4/EIF4EBP1/LSM1/EXOSC5/RRP9/DNAJB9/IMP3/HERPUD1/RPS14/XBP1/PAIP1/KIF5B/ATP6V0D1/EDEM1/H2AX/DKC1/DCP1A/EDC4/SLC1A4/SRPRB/ZBTB17/CCL2"
"HALLMARK_UV_RESPONSE_UP",0.940813810110974,0.968553459119497,0.0254820564855004,0.172393209743014,0.749754010770683,146,"NPTX2/PTPRD/BTG2/TUBA4A/NPTXR/DNAJB1/HYAL2/APOM/HSPA2/EPCAM/SULT1A1/CCNE1/MRPL23/CTSV/CHRNA5/CNP/ALDOA/POLR2H/RXRB/SLC25A4/SPR/SIGMAR1/FOS/KCNH2/PRKCD/AP2S1/IRF1/RHOB/MMP14/H2AX/MAOA/IGFBP2/ARRB2/TFRC/EIF2S3/DNAJA1/BID/FURIN/SELENOW/CASP3/PRKACA"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.805555555555556,0.968553459119497,0.0412376090540065,0.230123877405039,0.801687853041879,40,"HDAC11/FZD8/CTNNB1/TCF7/FRAT1/AXIN1/WNT5B/HEY1/PPARD/TP53/PTCH1"
