"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",5.61156496212317e-06,2.55071134641962e-05,0.610526878385931,-0.468967278425516,-2.06381890092037,81,"CXCL13/IL2RA/IL1R1/PIK3R5/IL1B/CD36/STAT1/OSMR/PDGFC/A2M/STAT2/CSF3R/CSF2RB/TLR2/HMOX1/IL12RB1/IL17RA/TNF/ITGA4/SOCS3/CCR1/CD38/IL18R1/CXCL9/CSF1/IL6ST/STAM2/CD14"
"HALLMARK_APICAL_JUNCTION",7.76057575506316e-06,3.23357323127632e-05,0.593325476396405,-0.362238397520793,-1.80966764120142,178,"CNTN1/MAPK11/VCAM1/FYB1/CD274/PTPRC/PECAM1/MSN/MMP2/NEGR1/CD86/CAP1/VCAN/GAMT/VWF/MYH10/CD34/LAYN/NEXN/IRS1/SGCE/JAM3/PIK3R3/ARHGEF6/VCL/NECTIN4/FBN1/TJP1/CDH11/EVL/ALOX15B/CERCAM/ITGB1/NLGN2/PARD6G/SHC1/ICAM1/COL16A1/MYH9/SLIT2/PTK2/CALB2/AKT3/FSCN1/CLDN11/CD209/SKAP2/GNAI1/TRO/BAIAP2/THY1/SIRPA/ZYX/CX3CL1/ITGA9/PARVA/TSPAN4/EGFR/THBS3/CNN2/ACTC1/AMIGO2/MYL12B"
"HALLMARK_MYOGENESIS",1.15012933573208e-05,4.42357436820031e-05,0.593325476396405,-0.373051394792821,-1.82255810160369,155,"FGF2/MEF2C/ADAM12/TPM3/COL3A1/MEF2A/GJA5/COL6A3/CD36/FST/COL1A1/MEF2D/COL15A1/SPARC/MAPK12/MRAS/COL4A2/RB1/AEBP1/DTNA/APLNR/SSPN/SGCD/LSP1/EFS/WWTR1/ITGB1/GADD45B/ACHE/PTP4A3/APOD/SPHK1/CRYAB/MYH9/PTGIS/GPX3/RIT1/DENND2B/COL6A2/LAMA2/MYLK/AGL/PKIA/FLII/PPP1R3C/CDH13/TNNC1"
"HALLMARK_ANGIOGENESIS",7.57298587128336e-05,0.000270463781117263,0.538434096309916,-0.593297892854015,-2.10888771075286,32,"POSTN/COL3A1/COL5A2/SLCO2A1/NRP1/FGFR1/VCAN/OLR1/SPP1/MSX1/KCNJ8/LUM/THBD/ITGAV/FSTL1"
"HALLMARK_APOPTOSIS",0.000745631749305586,0.00248543916435195,0.477270815362862,-0.319809802358083,-1.56244408785472,155,"ANXA1/BIRC3/AVPR1A/PLCB2/TIMP2/CAV1/MMP2/IL1B/DPYD/LMNA/IL18/BCL2L11/PMAIP1/PLPPR4/SOD2/LUM/HMOX1/TIMP3/CD2/TNF/DCN/GADD45B/CD38/GNA15/PEA15/PDGFRB/PPT1/CD14/BGN/MCL1/CD69/PTK2/GPX3/CASP2/EMP1/SATB1/ROCK1/TXNIP/ETF1/BIK/TGFB2/CASP1/PRF1/FEZ1/RNASEL/PSEN1/GCH1/DNM1L/H1-0/SLC20A1/CYLD/DNAJA1/DAP3/CLU/FAS/HGF/TAP1"
"HALLMARK_MITOTIC_SPINDLE",0.00103554644805617,0.00323608265017552,0.45505986738723,-0.300579138879076,-1.51480525024244,195,"DOCK2/MYH10/NOTCH2/CCDC88A/TIAM1/CDC42BPA/BCL2L11/VCL/CDC42EP1/RALBP1/HOOK3/NIN/NEK2/PALLD/DOCK4/MYO9B/ARHGAP10/PKD2/ARHGAP29/DLGAP5/TUBGCP5/AKAP13/MYH9/ARL8A/RAB3GAP1/SYNPO/APC/MARCKS/INCENP/CLIP1/TTK/SMC3/WASF2/NDC80/KIF20B/ROCK1/ARF6/PDLIM5/MYO1E/CENPF/ITSN1/RANBP9/KIF11/ARHGEF12/CDK5RAP2/FSCN1/SMC4/FGD6/ARFGEF1/CKAP5/CTTN/KIFAP3/ARHGDIA/FGD4/CD2AP/RACGAP1/KIF3C/ANLN/KIF23/PCNT/RABGAP1/EZR/PREX1/ECT2/CNTROB/CDC27/NCK1/BCR/TSC1/PAFAH1B1/BUB1/KIF4A/CEP192/CDK1/GSN/SPTBN1/ARHGEF2/RASAL2/PLEKHG2/YWHAE/ABI1/FLNA/CNTRL/CENPE/DST/ALS2"
"HALLMARK_G2M_CHECKPOINT",0.00121342965941606,0.00356891076298841,0.45505986738723,-0.298275761384979,-1.50319709827833,195,"MT2A/RAD21/NOTCH2/SMC2/NUP50/HIF1A/NEK2/TFDP1/HSPA8/KMT5A/UBE2S/EFNA5/MEIS2/BUB3/MARCKS/INCENP/HMGA1/TTK/NDC80/KIF20B/PRIM2/ODF2/STAG1/MKI67/KNL1/CENPF/EGF/RAD23B/KIF11/HMGB3/CCNT1/HMMR/CDKN2C/SMC4/PURA/CUL5/MEIS1/RACGAP1/MNAT1/NOLC1/CKS1B/FOXN3/KIF23/DBF4/NCL/SLC38A1/CDC45/MCM3/G3BP1/CDC27/FANCC/PRMT5/SYNCRIP/ARID4A/TGFB1/PAFAH1B1/SNRPD1/BUB1/DR1/KIF4A/XPO1/CASP8AP2/CDK1/EXO1/RASAL2/MCM2/CENPE/CDC20/TMPO/HNRNPU/HIRA/CUL1/STIL/SS18/CCNB2/SLC7A1/HMGN2"
"HALLMARK_PROTEIN_SECRETION",0.00221178184839593,0.00614383846776647,0.431707695803346,-0.355105844042596,-1.59741423759638,94,"CAV2/VPS4B/SGMS1/ANP32E/SEC22B/SSPN/ABCA1/AP3B1/STX7/PPT1/ARCN1/AP3S1/ADAM10/RAB14/LMAN1/MAPK1/RER1/PAM/STX12/TPD52/TMX1/ATP6V1H/CTSC/GALC/ARFGEF1/TMED10/VPS45/RAB2A/ARFGAP3/SCAMP3/EGFR/DNM1L"
"HALLMARK_COAGULATION",0.00302422335905928,0.00795848252384022,0.431707695803346,-0.326451423548253,-1.51751830920791,112,"PLEK/ANXA1/C1QA/APOC1/CFH/SERPINE1/THBS1/DPP4/HTRA1/PECAM1/MMP2/VWF/A2M/P2RY1/OLR1/SPARC/SERPING1/FYN/LGMN/FBN1/TIMP3/FN1/MMP14/C1S/CTSK/THBD/GDA/C3/CTSO/PLAU"
"HALLMARK_PEROXISOME",0.00515406030482739,0.0128851507620685,0.407017918923954,0.364145809387058,1.5557013820279,95,"NR1I2/PEX11A/DHRS3/ALB/FABP6/ACSL5/CAT/ABCB9/HSD11B2/SERPINA6/ACOT8/CEL/MLYCD/PRDX5/ACOX1/PEX5/IDH2/IDI1/HMGCL/TTR/PEX13/CTBP1/ABCD1/ECI2/PEX14/SLC25A4/CRAT/CLN8/SULT2B1/LONP2/ECH1/SIAH1/HSD17B4"
"HALLMARK_XENOBIOTIC_METABOLISM",0.00555235976680509,0.0132199042066788,0.407017918923954,0.316468963856855,1.48542016842993,166,"CCL25/CYFIP2/RBP4/CYP4F2/NFS1/ACOX2/CFB/F10/SLC6A6/FABP1/ADH5/PGRMC1/HNF4A/SMOX/ACOX3/CASP6/CAT/ALDH2/CES1/CYP2S1/DDAH2/ETS2/FAH/SERPINA6/ARG2/ACOX1/DHPS/TDO2/GSS/PGD/ABHD6/SLC35D1/CSAD/PTGR1/NDRG2/JUP/VNN1/IGFBP4/GSTM4/LEAP2/AP4B1/SPINT2/AHCY/CBR1/ACP1/HES6/PMM1/ALDH3A1/ABCC3/AKR1C2/BLVRB/CYP27A1/PPARD/CDA/HACL1/ASL/DHRS1/GSR/MCCC2/SLC35B1"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0234702517030688,0.0520201537502226,0.352487857583619,0.359644931505955,1.46507648989284,73,"GLDC/ADH4/CTNNB1/PPARG/SCD/MVK/HSD17B7/EBP/SEMA3B/NSDHL/PDK3/FDFT1/ALDOC/MVD/TM7SF2/HMGCS1/IDI1/ACSS2/TRIB3/HMGCR/ETHE1/DHCR7/ANXA13/ACAT2"
"HALLMARK_HYPOXIA",0.0239292707251024,0.0520201537502226,0.352487857583619,-0.259543819560933,-1.30819860597808,185,"BCL2/SERPINE1/EXT1/CCN1/SLC2A3/NR3C1/ETS1/COL5A1/CAV1/MT2A/CSRP2/CHST3/CAVIN1/SRPX/LOX/EDN2/CCN2/TMEM45A/MT1E/DTNA/HMOX1/CHST2/ANGPTL4/DCN/TGFB3/FOSL2/TPBG/DUSP1/GPC1/PGF/BGN/CITED2/MYH9/PAM/SDC2/VLDLR/KDELR3/GCNT2/ADM/CXCR4/KLF6/TPD52/PIM1/PLAC8/B4GALNT2/MAFF"
"HALLMARK_FATTY_ACID_METABOLISM",0.0308833264366848,0.0643402634097599,0.352487857583619,0.299184052695836,1.37694447514326,144,"FABP1/SLC22A5/ACSL5/HSD17B7/HADH/ACSS1/HSD17B10/ACOT8/PDHA1/CEL/CPOX/MLYCD/ACOX1/NSDHL/ENO3/TDO2/HCCS/NTHL1/LDHA/GPD1/HMGCS1/RAP1GDS1/IDH3G/PDHB/HSDL2/SUCLG1/IDI1/HMGCL/VNN1/SDHA/ADSL/IDH3B/TP53INP2/CBR1/D2HGDH/ADIPOR2/ECI2/ACAT2/PPARA/GCDH/ALDH3A1/ACADS/OSTC/ALDOA/CRAT/AQP7/H2AZ1"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.048473607142778,0.0969472142855559,0.321775918075361,0.40913337503051,1.48785640511927,40,"HDAC11/CTNNB1/AXIN2/TCF7/KAT2A/AXIN1/PTCH1/PSEN2/CCND2/FZD8"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.0626959247648903,0.120569086086327,0.224966093540314,0.264597791791318,1.26621239702536,196,"NDUFB4/PHYH/BDH2/HSD17B10/PDHA1/ATP5F1E/UQCRQ/ATP5ME/HCCS/LDHA/NDUFC1/IDH2/IDH3G/PDHB/SLC25A6/ATP1B1/SUCLG1/COX7B/GPI/ATP6AP1/UQCRC1/AIFM1/SDHA/SLC25A5/ATP5MC2/NDUFS6/IDH3B/SLC25A20/SLC25A12/COX6B1/NDUFC2/TIMM50/NDUFA2/COX11/SLC25A4/NDUFB6/NDUFA4/TIMM8B/COX4I1/NDUFA6/ATP5MC3/GOT2/COX6A1/RHOT2/MRPS12/ATP5F1C/NDUFA1/UQCR11/NDUFB7/NDUFA3/NDUFS7/COX5B/NDUFS8/MRPS11/ATP5PB/ECH1/COX7A2/ATP5MF/UQCR10/NDUFAB1/ATP5MC1/VDAC1/NDUFA8/ATP6V0B/COX5A/COX7C/PHB2/ATP5F1D/ATP5MG/COX8A/NDUFB8/ATP6V1F/LDHB/IMMT/ATP6V0E1/TCIRG1"
